dd,mm,zz,pp,departamento,municipio,puesto,mujeres,hombres,total,mesas,comuna,direccion
12,200,01,01,CESAR,BOSCONIA,COL CARLOS RESTREPO ARAUJO,2590,6107,8697,23,,CLL 27 CR 19 ESQ
12,200,01,02,CESAR,BOSCONIA,COL MARIA AUXILIADORA,2861,2266,5127,14,,CR 17 CLL 18A ESQ
12,200,02,01,CESAR,BOSCONIA,CONC ESCOL SAN JUAN BOSCO,3742,2675,6417,17,,CR 22 NO 7-120
12,200,02,02,CESAR,BOSCONIA,CONC ESCOL ELOY QUINTERO ARAUJ,4060,2790,6850,18,,CR 17 CL 1O ESQ
12,200,99,45,CESAR,BOSCONIA,LOMA COLORADA,233,359,592,2,,COL NUESTRA SEÑORA DEL CARMEN
12,225,01,01,CESAR,CURUMANI,COL CAMILO TORRES R,1647,5138,6785,18,,CALLE 2 No 17-03
12,225,01,02,CESAR,CURUMANI,COL SAN ISIDRO,4389,1348,5737,15,,CALLE 9 CARRERA 7 ESQ
12,225,02,01,CESAR,CURUMANI,COL SAN JOSE,2616,2784,5400,15,,CALLE 9 No 18-05
12,225,02,02,CESAR,CURUMANI,ESC MIXTA LA CRUZ,1677,1313,2990,8,,CARRERA 12 CALLE 13 ESQ
12,225,99,12,CESAR,CURUMANI,CHAMPAN,194,198,392,2,,ESC. NUEVA CHAMPAN
12,225,99,20,CESAR,CURUMANI,EL MAMEY LOS SERENOS,153,178,331,1,,ESC. NUEVA EL MAMEY
12,225,99,27,CESAR,CURUMANI,GUAIMARAL,102,140,242,1,,ESC. NUEVA GUIMARAL
12,225,99,35,CESAR,CURUMANI,SABANAGRANDE,393,440,833,3,,COL. CRISTIAN MORENOPALLARES
12,225,99,70,CESAR,CURUMANI,SAN ROQUE,1168,1202,2370,7,,INST.AGROPECUARIA AGUSTIN RANG
12,225,99,75,CESAR,CURUMANI,SAN SEBASTIAN,221,223,444,2,,ESC. NUEVA SAN SEBASTIN
12,225,99,80,CESAR,CURUMANI,SANTA ISABEL,307,370,677,2,,ESC. NUEVA SANTA ISABEL
12,300,00,00,CESAR,CHIMICHAGUA,PUESTO CABECERA MUNICIPAL,6172,6603,12775,34,IE,INMACULADA CONCEPCIÓN MARIA RAFOLS Cr.8 No.1-02
12,300,99,10,CESAR,CHIMICHAGUA,BETEL,104,122,226,1,,ESC. NUEVA DE BETEL
12,300,99,15,CESAR,CHIMICHAGUA,BUENOS AIRES,113,142,255,1,,ESC. NUEVA BUENOS AIRES
12,300,99,27,CESAR,CHIMICHAGUA,CANDELARIA,805,894,1699,5,,COL. LORENZA BUSTA CALLE CENTRAL
12,300,99,30,CESAR,CHIMICHAGUA,DIOS ME VE,100,117,217,1,,ESCUELA NUEVA DIOS ME VE
12,300,99,34,CESAR,CHIMICHAGUA,EL GUAMO,220,253,473,2,,ESCUELA  NUEVA SAN ISIDRO
12,300,99,35,CESAR,CHIMICHAGUA,EL TREBOL DE PAJONAL,83,99,182,1,,CORREGIMIENTO EL TREBOL DE PAJONAL
12,300,99,36,CESAR,CHIMICHAGUA,HIGOAMARILLO,237,285,522,2,,ESCUELA NUEVA HIGOAMARILLO
12,300,99,42,CESAR,CHIMICHAGUA,LA MATA,302,357,659,2,,ESCUELA NUEVA LA MATA
12,300,99,43,CESAR,CHIMICHAGUA,LA BRILLANTINA,2,4,6,1,,ESC. NUEVA LA BRILLANTINA
12,300,99,44,CESAR,CHIMICHAGUA,LAS FLORES,179,241,420,2,,E.N. LAS FLORES
12,300,99,53,CESAR,CHIMICHAGUA,LAS VEGAS,173,234,407,2,,E.N. LAS VEGAS
12,300,99,60,CESAR,CHIMICHAGUA,MANDINGUILLA,703,809,1512,4,,SAMUEL ARRIETA SEDE PRIMARIA
12,300,99,65,CESAR,CHIMICHAGUA,PIEDRAS BLANCAS,23,41,64,1,,ESC.  N. PIEDRAS BLANCAS
12,300,99,66,CESAR,CHIMICHAGUA,SALOA,1157,1139,2296,6,,I. E. CAMILO NAMEN SEDE BACHI
12,300,99,70,CESAR,CHIMICHAGUA,SAN MARTIN DE GUILLIN,81,77,158,1,,E. N. SAN MARTIN DE GUILLIN
12,300,99,79,CESAR,CHIMICHAGUA,SEMPEGUA,396,477,873,3,,I.E. EL CARMEN
12,300,99,80,CESAR,CHIMICHAGUA,ULTIMO CASO,81,93,174,1,,ESCUELA NUEVA ULTIMO CASO
12,300,99,85,CESAR,CHIMICHAGUA,SABANA DE JUAN MARCOS,84,84,168,1,,ESC. NUEVA DE SABANAS DE JUAN
12,300,99,86,CESAR,CHIMICHAGUA,SOLEDAD,167,234,401,2,,I.E. SAN JOSE
12,300,99,95,CESAR,CHIMICHAGUA,PUEBLITO,74,93,167,1,,ESC. NUEVA DE PUEBLITO
12,300,99,96,CESAR,CHIMICHAGUA,ZAPATI,107,101,208,1,,ESCUELA NUEVA ZAPATI
12,375,00,00,CESAR,CHIRIGUANA,PUESTO CABECERA MUNICIPAL,7591,7909,15500,41,,CL 8 # 10 - 66
12,375,98,01,CESAR,CHIRIGUANA,CARCEL,6,15,21,1,,CRA  6 FRENTE  AL PARQUE  LAS MERCEDES
12,375,99,10,CESAR,CHIRIGUANA,LA AURORA,507,592,1099,3,,CENTRO EDUCATIVO  LA AURORA
12,375,99,15,CESAR,CHIRIGUANA,LA SIERRA,521,523,1044,3,,ESCUELA  RURAL MIXTA LA SIERRA
12,375,99,60,CESAR,CHIRIGUANA,POPONTE,547,673,1220,4,,ESCUELA  RURAL MIXTA   No. 2
12,375,99,80,CESAR,CHIRIGUANA,RINCON HONDO,1439,1406,2845,8,,IE. MANUEL GERMAN  CUELLO- ESC. MIXTA No. 1
12,410,00,00,CESAR,EL COPEY,PUESTO CABECERA MUNICIPAL,9377,9787,19164,50,,CALLE 16 No. 17 - 18 I.E. AGRI
12,410,99,20,CESAR,EL COPEY,CARACOLICITO,821,982,1803,5,,COL. JOSE AGUSTIN MAQUENZI
12,410,99,30,CESAR,EL COPEY,CHIMILA,586,726,1312,4,,COL. RAFAEL SOTO FUENTES
12,410,99,40,CESAR,EL COPEY,SAN FRANCISCO DE ASIS,193,276,469,2,,COL. SANFRANCISCO DE  ASIS
12,415,00,00,CESAR,EL PASO,PUESTO CABECERA MUNICIPAL,3301,3531,6832,18,,COL..SANTA ROSA DE  LIMA PLAZA
12,415,99,03,CESAR,EL PASO,CUATRO VIENTOS,826,882,1708,5,,COL. OCTAVIO MENDOZA  DURAN
12,415,99,05,CESAR,EL PASO,EL CARMEN,205,228,433,2,,ESC. MIXTA DEL CARMEN
12,415,99,07,CESAR,EL PASO,EL VALLITO,237,322,559,2,,ESC. MIXTA DEL VALLITO
12,415,99,12,CESAR,EL PASO,LA LOMA DE CALENTURA,5393,5578,10971,29,,COL. BENITO RAMOS TRES PALACIO
12,415,99,17,CESAR,EL PASO,POTRERILLO,491,627,1118,3,,ESC. MIXTA POTRERILLO
12,450,00,00,CESAR,GAMARRA,PUESTO CABECERA MUNICIPAL,3396,3669,7065,19,I.,E. RAFAEL SALAZAR CALLE 8 No. 13 - 54
12,450,99,10,CESAR,GAMARRA,CASCAJAL,64,59,123,1,,ESC. SANRAFAEL
12,450,99,20,CESAR,GAMARRA,EL CONTENTO,180,224,404,2,,ESC. SAN JOSE
12,450,99,30,CESAR,GAMARRA,ESTACION,346,339,685,2,,ESC. CAMILO TORRES
12,450,99,40,CESAR,GAMARRA,MAHOMA,76,113,189,1,,ESC. LAS MARIAS
12,450,99,55,CESAR,GAMARRA,PALENQUILLO,316,437,753,2,,CTRO EDU SAN FRANCISCO
12,450,99,60,CESAR,GAMARRA,PUERTO CAPULCO,157,140,297,1,,ESC. MIXTA DIVI# NIÑO
12,450,99,70,CESAR,GAMARRA,PUERTO MOSQUITO,292,342,634,2,,CTRO EDU. SAGRADO CORAZON DE
12,450,99,85,CESAR,GAMARRA,PUERTO VIEJO,139,140,279,1,,ESC. CORAZON DE JESUS
12,525,00,00,CESAR,GONZALEZ,PUESTO CABECERA MUNICIPAL,904,949,1853,5,,COL. JORGE ELIECER GAITAN Brr.
12,525,99,13,CESAR,GONZALEZ,BUJARAVITA,35,58,93,1,,ESC. NUEVA BUJARAVITA
12,525,99,25,CESAR,GONZALEZ,BURBURA,154,203,357,1,,ESC. NUEVA BURBURA
12,525,99,38,CESAR,GONZALEZ,CULEBRITA,105,156,261,1,,ESC. NUEVA CULEBRITA
12,525,99,50,CESAR,GONZALEZ,EL POTRERO,59,74,133,1,,VDA EL OSO (ESC. NUEVA EL OSO)
12,525,99,62,CESAR,GONZALEZ,LA FLORESTA,92,114,206,1,,ESC. NUEVA LA FLORESTA
12,525,99,70,CESAR,GONZALEZ,MATA DE FIQUE,57,80,137,1,,ESC. NUEVA MATA DE FIQUE
12,525,99,74,CESAR,GONZALEZ,MONTERA,60,69,129,1,,ESC. NUEVA MONTERA
12,525,99,87,CESAR,GONZALEZ,SAN ISIDRO,269,300,569,2,,ESC. NUEVA SAN ISIDRO
12,525,99,89,CESAR,GONZALEZ,VIJAGUAL,113,154,267,1,,ESC. NUEVA VIJAGUAL
12,600,00,00,CESAR,LA GLORIA,PUESTO CABECERA MUNICIPAL,2291,2355,4646,13,,CR 3 NO 5 - 55
12,600,99,20,CESAR,LA GLORIA,AYACUCHO,977,1094,2071,6,,CORREGIMIENTO DE AYACUCHO
12,600,99,28,CESAR,LA GLORIA,BESOTE,386,458,844,3,,CORREGIMIENTO DE BESOTE
12,600,99,31,CESAR,LA GLORIA,BUBETA,90,199,289,1,,CORREGIMIENTO DE BUBETA
12,600,99,35,CESAR,LA GLORIA,CAROLINA,39,51,90,1,,CORREGIMIENTO DE CAROLINA
12,600,99,50,CESAR,LA GLORIA,LA MATA,684,759,1443,4,,CORREGIMIENTO DE LA MATA
12,600,99,55,CESAR,LA GLORIA,MOLINA,51,63,114,1,,CORREGIMIENTO DE MOLINA
12,600,99,70,CESAR,LA GLORIA,SAN PABLO,60,91,151,1,,CORREGIMIENTO DE SAN PABLO
12,600,99,85,CESAR,LA GLORIA,SIMAÑA,614,644,1258,4,,CORREGIMIENTO DE SIMAÑA
12,608,01,01,CESAR,LA JAGUA DE IBIRICO,IE JOSE GUILLERMO CASTRO,872,4867,5739,15,,DIAGONAL 1 No 11-20
12,608,01,02,CESAR,LA JAGUA DE IBIRICO,ESC URB MIXTA No 1 SED IE JGC,5117,372,5489,15,,CARRERA 1 No 3-68
12,608,02,01,CESAR,LA JAGUA DE IBIRICO,IE LUIS CARLOS GALAN S,2343,3774,6117,16,,DIAGONAL 4 No 4-10
12,608,02,02,CESAR,LA JAGUA DE IBIRICO,ESC URB TIMOTEA MENESES SED IE LCG,2788,2522,5310,14,,CALLE 6 No 8-20
12,608,99,05,CESAR,LA JAGUA DE IBIRICO,BOQUERON,274,361,635,2,,OFICINA DEL CORREGIDOR
12,608,99,10,CESAR,LA JAGUA DE IBIRICO,LA PALMITA,795,831,1626,5,,I.E. TECNICA
12,608,99,14,CESAR,LA JAGUA DE IBIRICO,VICTORIA DE SAN ISIDRO,816,1071,1887,5,,I.E. AGROPECUARIA
12,625,00,00,CESAR,MANAURE BALCON DEL CESAR (MANA,PUESTO CABECERA MUNICIPAL,3532,3663,7195,19,,AV.ANGELINO DURAN QUINTERO
12,625,99,50,CESAR,MANAURE BALCON DEL CESAR (MANA,JOSE CONCEPCION CAMPO URDIALE,29,54,83,1,,ESC. NUEVA CANADA
12,625,99,60,CESAR,MANAURE BALCON DEL CESAR (MANA,LA TOMITA,47,48,95,1,,ESC. NUEVA  LA TOMITA
12,625,99,65,CESAR,MANAURE BALCON DEL CESAR (MANA,PIE DEL CIELO,12,24,36,1,,LA ANTENA
12,625,99,92,CESAR,MANAURE BALCON DEL CESAR (MANA,SABANA DE LEON,60,87,147,1,,ESC. NUEVA SABANA DE LEON
12,650,00,00,CESAR,PAILITAS,PUESTO CABECERA MUNICIPAL,6379,6398,12777,34,,COL. NUESTRA SEÑORA DEL CARMEN
12,650,99,05,CESAR,PAILITAS,EL BURRO,114,135,249,1,,ESC. RURAL MIXTA EL PROGRESO
12,650,99,08,CESAR,PAILITAS,LA FLORESTA,95,113,208,1,,ESC. RURAL MIXTA  LA FLORESTA
12,650,99,10,CESAR,PAILITAS,PALESTINA,368,401,769,3,,ESC. RURA LMIXTA  ANTONIO NARI
12,650,99,25,CESAR,PAILITAS,LOS LLANOS,47,101,148,1,,ESC. RURALL MIXTA LOS  LLANOS
12,650,99,80,CESAR,PAILITAS,RIVERA,157,182,339,1,,ESC. RURAL MIXTA SANTA RITA
12,700,00,00,CESAR,PELAYA,PUESTO CABECERA MUNICIPAL,5893,5945,11838,31,,CONCENTRACION ALFONSO ARAUJO C
12,700,99,30,CESAR,PELAYA,COSTILLAS,508,519,1027,3,,I.E. ERNESTINA CASTRO DE AGUIL
12,700,99,60,CESAR,PELAYA,SAN BERNARDO,529,543,1072,3,,I.E. FRANCISCO RINALDY
12,720,00,00,CESAR,PUEBLO BELLO,PUESTO CABECERA MUNICIPAL,5853,6207,12060,32,,CL 9 # 16 - 131  COL. INST. A
12,720,99,56,CESAR,PUEBLO BELLO,LA CAJA,548,633,1181,4,,CORREGIDURIA  LA CAJA
12,720,99,60,CESAR,PUEBLO BELLO,LA HONDA,250,365,615,2,,COL. LA HONDA
12,720,99,61,CESAR,PUEBLO BELLO,LAS MINAS DE HIRACAL,464,641,1105,3,,COLEGIO MINAS DE IRACAL
12,720,99,72,CESAR,PUEBLO BELLO,PALMARITO (NUEVO COLON),367,541,908,3,,INSP. DE POLICIA
12,720,99,80,CESAR,PUEBLO BELLO,NABUSIMAKE,1106,1157,2263,6,,COL. DE BACH
12,750,00,00,CESAR,RIO DE ORO,PUESTO CABECERA MUNICIPAL,4913,5328,10241,27,,CL EL BOSQUE
12,750,99,05,CESAR,RIO DE ORO,DIEGO HERNANDEZ,162,210,372,1,,ESC. NUEVA
12,750,99,08,CESAR,RIO DE ORO,EL GITANO,136,180,316,1,,ESC. NUEVA
12,750,99,10,CESAR,RIO DE ORO,EL HOBO,51,100,151,1,,ESC. NUEVA
12,750,99,13,CESAR,RIO DE ORO,EL SALOBRE,182,261,443,2,,ESC. NUEVA
12,750,99,18,CESAR,RIO DE ORO,HONDURAS,32,48,80,1,,ESC. NUEVA
12,750,99,21,CESAR,RIO DE ORO,LA PALESTINA,152,225,377,1,,ESC. NUEVA
12,750,99,23,CESAR,RIO DE ORO,LINDSAY,51,87,138,1,,ESC. NUEVA
12,750,99,30,CESAR,RIO DE ORO,LOS ANGELES,517,667,1184,4,,ESC. NUEVA
12,750,99,33,CESAR,RIO DE ORO,MARQUEZ,248,285,533,2,,ESC. NUEVA
12,750,99,40,CESAR,RIO DE ORO,MONTECITOS,257,341,598,2,,ESC. NUEVA
12,750,99,45,CESAR,RIO DE ORO,MORRISON,245,295,540,2,,ESC. NUEVA
12,750,99,70,CESAR,RIO DE ORO,PUERTO NUEVO,193,257,450,2,,ESC. NUEVA
12,800,00,00,CESAR,SAN ALBERTO,PUESTO CABECERA MUNICIPAL,7733,7879,15612,41,,CL 6 # 6 - 04 COL. ANDRES BELL
12,800,99,12,CESAR,SAN ALBERTO,EL LIBANO,259,348,607,2,,ESC. RURAL
12,800,99,13,CESAR,SAN ALBERTO,FUNDACION,106,118,224,1,,INST. EDUCATIVO
12,800,99,15,CESAR,SAN ALBERTO,LA PALMA,245,278,523,2,,ESC. RURAL
12,800,99,23,CESAR,SAN ALBERTO,LA LLANA,316,457,773,3,,SALON COMUNAL
12,800,99,35,CESAR,SAN ALBERTO,LA TRINIDAD,105,141,246,1,,ESC. RURAL
12,800,99,40,CESAR,SAN ALBERTO,MONTENEGRO BAJO,51,77,128,1,,ESC. RURAL
12,800,99,65,CESAR,SAN ALBERTO,PUERTO CARREÑO,145,181,326,1,,ESC. RURAL
12,825,00,00,CESAR,LA PAZ,PUESTO CABECERA MUNICIPAL,7760,7354,15114,40,,CL 6 KR 8A # 7-05 BR EL CTRO C
12,825,99,20,CESAR,LA PAZ,GUAYMARAL,121,268,389,2,,ESC. NUEVA GUAYMARAL
12,825,99,30,CESAR,LA PAZ,LA LAGUNA DE LOS INDIOS,119,272,391,2,,ESC. NUEVA LA LAGUNA DE LOS IN
12,825,99,40,CESAR,LA PAZ,LOS ENCANTOS,131,292,423,2,,ESC. NUEVA LOS ENCANTOS
12,825,99,50,CESAR,LA PAZ,MINGUILLO,141,218,359,1,,ESC. MIXTA DE MINGUILLO
12,825,99,85,CESAR,LA PAZ,SAN JOSE DE ORIENTE,1192,1516,2708,8,,ESC. RURAL MIXTA SAN JOSE DE O
12,825,99,90,CESAR,LA PAZ,VARASBLANCAS,206,242,448,2,,ESC. NUEVA DE VARAS BLANCAS
12,850,00,00,CESAR,SAN DIEGO,PUESTO CABECERA MUNICIPAL,5366,5207,10573,28,,CALLE 3 N° 10 70 CENTRO
12,850,99,10,CESAR,SAN DIEGO,EL RINCON,77,101,178,1,,EL RINCON
12,850,99,13,CESAR,SAN DIEGO,LAS PITILLAS,127,159,286,1,,ESC. NUEVA LAS PITILLAS
12,850,99,16,CESAR,SAN DIEGO,LOS BRASILES,135,195,330,1,,ESC. NUEVA LOS BRASILES
12,850,99,23,CESAR,SAN DIEGO,LOS TUPES,103,124,227,1,,ESC. NUEVA LOS TUPES
12,850,99,28,CESAR,SAN DIEGO,MEDIA LUNA,1187,1230,2417,7,,CAARRERA 10 N° 1 - 00
12,850,99,36,CESAR,SAN DIEGO,NUEVAS FLORES,155,217,372,1,,NUEVAS FLORES
12,850,99,85,CESAR,SAN DIEGO,TOCAYMO,88,132,220,1,,ESC. NUEVA JOSE MARTI
12,875,00,00,CESAR,SAN MARTIN,PUESTO CABECERA MUNICIPAL,5175,5407,10582,28,,KR. 9 Nº 17 A - 25 I.E. SAN MA
12,875,99,20,CESAR,SAN MARTIN,AGUAS BLANCAS,576,599,1175,4,,ESC. NUESTRA SEÑORA DE LA PAZ
12,875,99,24,CESAR,SAN MARTIN,CUATRO BOCAS,129,168,297,1,,ESC. CUATRO BOCAS
12,875,99,30,CESAR,SAN MARTIN,LA CURVA,385,452,837,3,,COL. ELA CURVA
12,875,99,35,CESAR,SAN MARTIN,LOS BAGRES,103,176,279,1,,ESC. LOS BAGRES
12,875,99,40,CESAR,SAN MARTIN,MINAS,292,323,615,2,,ESC. LAS MINAS
12,875,99,48,CESAR,SAN MARTIN,PITA LIMON,61,83,144,1,,ESC. PITA LIMON
12,875,99,50,CESAR,SAN MARTIN,PUERTO OCULTO,122,158,280,1,,ESC. PUERTO OCULTO
12,875,99,70,CESAR,SAN MARTIN,SAN JOSE DE LAS AMERICAS,228,263,491,2,,ESC. SAN JOSE DE LS AMERICAS
12,875,99,75,CESAR,SAN MARTIN,TERRAPLEN,203,234,437,2,,ESC. TERRAPLEN
12,875,99,85,CESAR,SAN MARTIN,TORCOROMA,132,181,313,1,,ESC. TORCOROMA
12,900,00,00,CESAR,TAMALAMEQUE,PUESTO CABECERA MUNICIPAL,2648,2707,5355,14,,CLL 4 NO 7-50 ESC GENERAL SANTANDER
12,900,99,10,CESAR,TAMALAMEQUE,ANTEQUERA,408,442,850,3,,ESCUELA RURAL MIXTA
12,900,99,15,CESAR,TAMALAMEQUE,BRISAS,107,116,223,1,,ESCUELA RURAL MIXTA
12,900,99,40,CESAR,TAMALAMEQUE,LA BOCA,328,380,708,2,,ESCUELA RURAL MIXTA
12,900,99,42,CESAR,TAMALAMEQUE,LAS PALMAS,137,158,295,1,,ESCUELA RURAL MIXTA
12,900,99,43,CESAR,TAMALAMEQUE,MUNDO ALREVES,75,93,168,1,,ESCUELA RURAL MIXTA
12,900,99,45,CESAR,TAMALAMEQUE,PASACORRIENDO,132,164,296,1,,ESCUELA RURAL MIXTA
12,900,99,48,CESAR,TAMALAMEQUE,PALESTINA LA NUEVA,240,288,528,2,,COL BACHILLERATO ARCENIO GUTIERREZ BARBOSA
12,900,99,52,CESAR,TAMALAMEQUE,PUEBLO NUEVO,66,86,152,1,,ESCUELA RURAL MIXTA
12,900,99,80,CESAR,TAMALAMEQUE,ZAPATOSA,787,867,1654,5,,COL BACHILLERATO ANÍBAL MARTÍNEZ ZULETA
13,001,01,01,CORDOBA,MONTERIA,IE RANCHO GRANDE,5760,5379,11139,30,01COMUNA 1,CALLE 9 # 12W-42 BARRIO RANCHO GRANDE
13,001,01,02,CORDOBA,MONTERIA,IE LA RIVERA,4248,2829,7077,19,01COMUNA 1,CL 18 #7AW-46 BARRIO LA RIVERA
13,001,01,03,CORDOBA,MONTERIA,IE EL DORADO,5515,4375,9890,26,01COMUNA 1,CL 26 #12W-34 BARRIO EL DORADO
13,001,01,04,CORDOBA,MONTERIA,IE NORMAL SUPERIOR - JUAN XXII,3578,3057,6635,18,02COMUNA 2,CARRERA 1W # 37-115 BARRIO JUAN XXIII
13,001,01,05,CORDOBA,MONTERIA,IE MINUTO DE DIOS,1799,1328,3127,9,02COMUNA 2,CL 30 #7W-56 BARRIO MINUTO DE DIOS
13,001,02,01,CORDOBA,MONTERIA,COLEGIO COMFACOR,3294,8670,11964,32,03COMUNA 3,CARRERA 9 # 11-40 BARRIO BUENA VISTA
13,001,02,02,CORDOBA,MONTERIA,IE MAXIMO MERCADO,6881,1597,8478,23,03COMUNA 3,CARRERA 8A #14-79 BARRIO BUENAVISTA
13,001,02,03,CORDOBA,MONTERIA,IE CECILIA DE LLERAS,4604,4236,8840,24,03COMUNA 3,TV 05 #22-40 BARRIO LA GRANJA
13,001,02,04,CORDOBA,MONTERIA,IE NORMAL GUILLERMO VALENCIA,2024,1569,3593,10,03COMUNA 3,DIAG. 21 TRANSV. 1 BARRIO SANTANDER VIA  BATALLON
13,001,02,05,CORDOBA,MONTERIA,IE SANTA MARIA - SANTAFE,4846,3766,8612,23,03COMUNA 3,CALLE 3A CARRERAS 1 y 2 BARRIO SANTAFE
13,001,02,06,CORDOBA,MONTERIA,IE POLICARPA SALAVARRIETA,5399,4130,9529,25,03COMUNA 3,DIAGONAL 12 #3-142 BARRIO POLICARPA
13,001,03,01,CORDOBA,MONTERIA,IE MOGAMBO,4554,3372,7926,21,04COMUNA 4,IE MOGAMBO MZ 39 Y 53 2ª ETAPA
13,001,03,02,CORDOBA,MONTERIA,IE MARIA GORETTI,3993,3114,7107,19,04COMUNA 4,DIAGONAL  08 #13-28 BARRIO P5
13,001,03,03,CORDOBA,MONTERIA,IE VILLA MARGARITA,9500,8251,17751,47,04COMUNA 4,MANZANA 34 LOTE 1 BARRIO VILLA MARGARITA
13,001,03,04,CORDOBA,MONTERIA,IE MANUEL RUIZ ALVAREZ - VILLA,3466,2658,6124,16,04COMUNA 4,MZ 66 LT 01 BARRIO VILLA PAZ
13,001,04,01,CORDOBA,MONTERIA,INSTITUTO TÉCNICO SAN AGUSTIN,2994,2492,5486,15,05COMUNA 5,CRA. 6 No. 33 - 02 CENTRO
13,001,04,02,CORDOBA,MONTERIA,COLEGIO JUAN PABLO II,3507,3232,6739,18,05COMUNA 5,CARRERA 7 #22-73 CENTRO
13,001,04,03,CORDOBA,MONTERIA,IE SAGRADO CORAZON DE JESUS,1551,2755,4306,12,05COMUNA 5,CL 22A # 15A - 16 BARRIO LA JULIA
13,001,04,04,CORDOBA,MONTERIA,IE SANTA ROSA DE LIMA,3775,2368,6143,16,05COMUNA 5,CL 22A #13-55 BARRIO LA JULIA
13,001,04,05,CORDOBA,MONTERIA,SENA,2876,2743,5619,15,05COMUNA 5,AVENIDA CIRCUNVALER CALLES 24 Y 25
13,001,05,01,CORDOBA,MONTERIA,IE LA PRADERA,6663,5621,12284,32,06COMUNA 6,CL 23 #27-28 BARRIO LA PRADERA
13,001,05,02,CORDOBA,MONTERIA,IE VICTORIA MANZUR,5971,4966,10937,29,06COMUNA 6,CARRERA 35A # 19-54 BARRIO CANTA CLARO - SECTOR IS
13,001,05,03,CORDOBA,MONTERIA,IE ALMIRANTE COLON,5195,3713,8908,24,06COMUNA 6,MZ D1 LOTE 1 BARRIO EL ALIVIO
13,001,05,04,CORDOBA,MONTERIA,COLEGIO SEVERO J GARCIA,2286,1849,4135,11,06COMUNA 6,CALLE 30A # 11A-16 BARRIO CANTA CLARO - SECTOR UNI
13,001,06,01,CORDOBA,MONTERIA,IE ANTONIO NARIÑO - SUCRE,3996,3641,7637,20,07COMUNA 7,CL 44 #02-23 BARRIO SUCRE
13,001,06,02,CORDOBA,MONTERIA,UNIV CATOLICA LUIS AMIGO,2262,1765,4027,11,08COMUNA 8,CLL 64 No 6-108 B. LOS ALCAZARES
13,001,06,03,CORDOBA,MONTERIA,IE VALLE GRANDE - LA CASTELLAN,3357,2807,6164,17,08COMUNA 8,CARRERA 10 #60-20 BARRIO LA CASTELLANA
13,001,06,04,CORDOBA,MONTERIA,IE SAN JOSE  - LA FLORESTA,6676,5756,12432,33,08COMUNA 8,CALLE 39 # 16B-55 BARRIO SAN JOSE
13,001,06,05,CORDOBA,MONTERIA,IE VILLA CIELO,2167,1749,3916,11,08COMUNA 8,KM. 3 VIA AL SABANAL - BARRIO VILLA CIELO
13,001,06,06,CORDOBA,MONTERIA,IE CAMILO TORRES - MOCARI,5065,4545,9610,26,09COMUNA 9,CARRERA 4C # 27-25 BARRIO CAMILO TORRES - MOCARI
13,001,90,01,CORDOBA,MONTERIA,CENSO - COLEGIO LA SALLE,10430,10045,20475,26,,CL 29 #20-01 BR PASATIEMPO
13,001,98,01,CORDOBA,MONTERIA,CARCEL,25,222,247,1,,CALLE 35 No. 23 -48 BARRIO SAN JOSE
13,001,99,01,CORDOBA,MONTERIA,MORINDO,600,647,1247,4,10CORREGIMIENTO 1 MORINDO,CGTO MORINDO CENTRAL
13,001,99,06,CORDOBA,MONTERIA,SANTA LUCIA,1880,1941,3821,10,11CORREGIMIENTO 2 SANTA LUCIA,CGTO SANTA LUCIA
13,001,99,07,CORDOBA,MONTERIA,SANTA CLARA,1007,1155,2162,6,12CORREGIMIENTO 3 SANTA CLARA,CGTO SANTA CLARA
13,001,99,13,CORDOBA,MONTERIA,CAÑO VIEJO PALOTAL,975,1053,2028,6,13CORREG 4 CAÑO VIEJO PALOTAL,CGTO CAÑO VIEJO PALOTAL
13,001,99,14,CORDOBA,MONTERIA,NUEVO PARAISO,311,401,712,2,14CORREGIMIENTO 5 NUEVO PARAISO,CGTO NVO PARAISO
13,001,99,15,CORDOBA,MONTERIA,MARTINICA,234,273,507,2,15CORREGIMIENTO 6 MARTINICA,CGTO MARTINICA
13,001,99,16,CORDOBA,MONTERIA,LETICIA,842,1145,1987,6,16CORREGIMIENTO 7 LETICIA,CGTO LETICIA
13,001,99,17,CORDOBA,MONTERIA,PUEBLO BUJO,699,885,1584,5,17CORREGIMIENTO 8 PUEBLO BUJO,CGTO PUEBLO BUJO
13,001,99,18,CORDOBA,MONTERIA,LOMA VERDE,845,1117,1962,6,18CORREGIMIENTO 9 LOMA VERDE,CGTO LOMA VERDE
13,001,99,21,CORDOBA,MONTERIA,JARAQUIEL,638,665,1303,4,19CORREGIMIENTO 10 JARAQUIEL,CGTO JARAQUIEL
13,001,99,25,CORDOBA,MONTERIA,LAS PALOMAS,1346,1596,2942,8,20CORREGIMIENTO 11 LAS PALOMAS,CGTO LAS PALOMAS
13,001,99,27,CORDOBA,MONTERIA,GUASIMAL,603,668,1271,4,21CORREGIMIENTO 12 GUASIMAL,CGTO GUASIMAL
13,001,99,29,CORDOBA,MONTERIA,EL SABANAL,2666,2618,5284,14,22CORREGIMIENTO 13 EL SABANAL,CGTO EL SABANAL
13,001,99,31,CORDOBA,MONTERIA,EL CERRITO,436,455,891,3,23CORREGIMIENTO 14 EL CERRITO,CGTO EL CERRITO
